label,meeting_date,meeting_no,ministry,topic,news_count,question_type,evidence_score,candidate_score,top_title,question_text
무관,2025-12-30,56,기획재정부,확장재정·비판·이혜훈,1,대안 요구,1,0.518,"'확장재정 비판' 이혜훈, 기획예산처 첫 수장으로…한국 경제 '시험대'","12.29 여객기 참사가 어제로 1주기를 맞았음. 참사로 희생되신 백일흔아홉 분의 명복을 빔. 어떤 말로도 아픔을 온전하게 덜 수는 없겠지만, 국민 안전의 최종 책임자로서 유가족 여러분께 거듭 깊은 위로와 사죄의 말씀을 드림. 지금 가장 필요한 일은 국가의 존재 이유가 무엇인가를 묻는 피해자들의 호소에 말이 아닌 책임 있는 행동으로 답하는 것임. 정부는 독립적이고 객관적인 진상 조사를 위한 제도 개선을 최대한 서둘러 주시고, 유가족들에 대한 지원 대책도 세심하게 살펴봐 주시기 바람. 국가 제1의 책무는 국민의 생명과 안전을 지키는 것임. 전 부처는 다시는 이러한 비극이 반복되지 않도록 구조적 안전 문제를 근본부터 점검하고 철저하게 보완해 주시기를 바람. 오늘은 청와대로 옮긴 후 첫 번째 열리는 국무회의임. 공간이 좀 여유가 있다 보니까 마음에도 좀 여유가 생기는 것 같음. 회의를 좀 더 길게 해도 괜찮을 것 같음. 먼저 복귀 작업을 차질 없이 준비해 준 공직자 여러분 그리고 응원해 "
무관,2025-12-30,56,행정안전부,서진정책·펴는·장동혁,1,대안 요구,1,0.518,"'서진정책' 펴는 장동혁, 솔라시도 방문...""전폭적으로 돕겠다""","12.29 여객기 참사가 어제로 1주기를 맞았음. 참사로 희생되신 백일흔아홉 분의 명복을 빔. 어떤 말로도 아픔을 온전하게 덜 수는 없겠지만, 국민 안전의 최종 책임자로서 유가족 여러분께 거듭 깊은 위로와 사죄의 말씀을 드림. 지금 가장 필요한 일은 국가의 존재 이유가 무엇인가를 묻는 피해자들의 호소에 말이 아닌 책임 있는 행동으로 답하는 것임. 정부는 독립적이고 객관적인 진상 조사를 위한 제도 개선을 최대한 서둘러 주시고, 유가족들에 대한 지원 대책도 세심하게 살펴봐 주시기 바람. 국가 제1의 책무는 국민의 생명과 안전을 지키는 것임. 전 부처는 다시는 이러한 비극이 반복되지 않도록 구조적 안전 문제를 근본부터 점검하고 철저하게 보완해 주시기를 바람. 오늘은 청와대로 옮긴 후 첫 번째 열리는 국무회의임. 공간이 좀 여유가 있다 보니까 마음에도 좀 여유가 생기는 것 같음. 회의를 좀 더 길게 해도 괜찮을 것 같음. 먼저 복귀 작업을 차질 없이 준비해 준 공직자 여러분 그리고 응원해 "
무관,2026-03-10,9,기획재정부,경북도·경제·20,1,예산/재정 확인,1,0.508,"경북도, 중동정세 대응 긴급 비상경제 대응체계 가동","대내외적으로 여러 가지 어려움들이 닥치고 있음. 우리는 자주 위기를 겪고 있고, “위기는 기회다.” 이런 말도 자주 함. 위기가 닥쳤을 때 그 위기를 제대로 이겨내지 못하는 것은 무능한 것임. 위기를 극복하는 것은 당연한 것임. 위기를 기회로 만드는 것이 진짜 실력임. 위기가 닥치면 변화를 수용할 마음의 준비가 갖춰지고, 소위 말하는 기득권도 저항하기가 쉽지 않게 됨. 그래서 지금 이 위기 상황을 기회 요인으로 바꾸는 것, 이것이 정말 우리가 해야 할 일임. 현 상황이라고 하는 것은 매우 복합적이어서 그 안에 위기적 요인과 기회적 요인이 뒤섞여 있는데 기회적 요인, 즉 좋은 측면이 많은 것을 보통 우리는 기회라고 말하고, 나쁜 측면이 많은 것을 위기라고 말함. 국면이라고 하는 것은 우리가 어쩔 수 없는 외부 요인, 어쩌면 자연재해 비슷한 것일지도 모름. 그런데 이 중에 나쁜 요인을 최소화하고, 좋은 측면을 최대한 키우면 위기 상황이 기회 상황이 되기도 하는 것임. 우리는 권한이라고 "
무관,2026-03-10,9,기획재정부,노영민·취임·100일,1,예산/재정 확인,1,0.508,"노영민 ""취임 100일 내 삼성 유치 MOU 체결""…충북 경제 대전환 청사진 ...","대내외적으로 여러 가지 어려움들이 닥치고 있음. 우리는 자주 위기를 겪고 있고, “위기는 기회다.” 이런 말도 자주 함. 위기가 닥쳤을 때 그 위기를 제대로 이겨내지 못하는 것은 무능한 것임. 위기를 극복하는 것은 당연한 것임. 위기를 기회로 만드는 것이 진짜 실력임. 위기가 닥치면 변화를 수용할 마음의 준비가 갖춰지고, 소위 말하는 기득권도 저항하기가 쉽지 않게 됨. 그래서 지금 이 위기 상황을 기회 요인으로 바꾸는 것, 이것이 정말 우리가 해야 할 일임. 현 상황이라고 하는 것은 매우 복합적이어서 그 안에 위기적 요인과 기회적 요인이 뒤섞여 있는데 기회적 요인, 즉 좋은 측면이 많은 것을 보통 우리는 기회라고 말하고, 나쁜 측면이 많은 것을 위기라고 말함. 국면이라고 하는 것은 우리가 어쩔 수 없는 외부 요인, 어쩌면 자연재해 비슷한 것일지도 모름. 그런데 이 중에 나쁜 요인을 최소화하고, 좋은 측면을 최대한 키우면 위기 상황이 기회 상황이 되기도 하는 것임. 우리는 권한이라고 "
무관,2025-11-04,48,기획재정부,실버·경제·분야,1,예산/재정 확인,1,0.508,"한중, '실버 경제 분야 협력' 양해각서 체결","오랜만에 뵙는 것 같음. 지난 한 주 숨이 가쁘게 이어졌던 정상외교 일정이 매우 성공적으로 마무리됐음. 우리 온 국민 여러분 그리고 각료 여러분이 다 함께 애써 주신 덕분임. 감사드림. 이번에 상당한 성과들이 있는데, 우리도 힘들었지만 우리 국민들께서도 숨죽이고 지켜보신 분들이 많았을 것 같음. 생각보다 성공적으로 된 것 같음. 이번 APEC은 우리 총리님 역할이 아주 컸던 것 같음. 우리 총리님한테 박수 한번 쳐 주시기 바람. 그리고 관계 부처 장관님들도 애쓰셨고, 하다못해 현장에 계신 환경미화원, 해당 지방정부들, 경찰, 기업인들, 언론인들 할 것 없이 온 국민이 헌신적으로 힘을 모은 덕분이라고 말씀드림. 그러나 이제 시작임. 자국의 이익을 지키려는 총성 없는 전쟁은 계속될 것으로 보임. 국제사회 질서의 불확실성도 단기간에 해소되지 않을 것임. 그럴수록 우리는 담대한 용기, 치밀한 준비, 하나 된 힘을 바탕으로 국익을 지키고, 국력을 키워서 국민의 삶을, 대한민국의 미래를 개척해"
무관,2025-06-05,24,기획재정부,지역·경북도의회·청년,1,예산/재정 확인,1,0.508,"경북도의회 예결특위, 현장서 현안 해법 찾는다","수도권 집중 전략으로는 지속 성장이 불가능한 상황에 다다랐음. 지역 균형발전을 위한 핵심은 산업 배치인데, 수도권과 거리가 클수록 재정 배분이나 기반시설 확보 등에 있어서 인센티브나 가중치를 주는 방안이 필요할 것으로 생각함."
무관,2026-03-24,11,행정안전부,대전·공장·화재,5,현황 질문,1,0.499,"윤호중 행안부 장관, 대전 공장 화재 중대본 회의 주재",지방정부들에 대한 지침은 별도로 만드는지?
무관,2026-03-24,11,행정안전부,유가족·대통령은·대전공장,1,부처협의 확인,1,0.488,"[종합] 대전공장 화재 유가족 만난 李대통령 ""유가족에 사고 원인, 구조...","지방정부 지출 구조조정이 사실 민원 때문에 어려운 부분이 있음. 중앙 정부는 그래도 좀 약간 떨어져 있긴 한데, 지방정부들은 주민과 직접 접촉하기 때문에 불필요하거나 효율성이 떨어져서 좀 바꾸려고 하면 저항이 심해서 못하는 경우가 있음. 그런데 그럴 경우는 아예 지침을 만들어 줘서 “시켜서 했다.”, “정부에서 시키는데 어떡하냐!” 이런 핑계를 댈 수 있게 만들면 좋겠음."
무관,2026-03-24,11,행정안전부,지방선거·민주·당내,1,부처협의 확인,1,0.488,"[6·3 지방선거] 민주 당내 경선...경쟁 격화, 공방전","지방정부 지출 구조조정이 사실 민원 때문에 어려운 부분이 있음. 중앙 정부는 그래도 좀 약간 떨어져 있긴 한데, 지방정부들은 주민과 직접 접촉하기 때문에 불필요하거나 효율성이 떨어져서 좀 바꾸려고 하면 저항이 심해서 못하는 경우가 있음. 그런데 그럴 경우는 아예 지침을 만들어 줘서 “시켜서 했다.”, “정부에서 시키는데 어떡하냐!” 이런 핑계를 댈 수 있게 만들면 좋겠음."
무관,2026-03-24,11,행정안전부,지방선거·민주·당내,1,관리 지시,1,0.488,"[6·3 지방선거] 민주 당내 경선...경쟁 격화, 공방전","이번 BTS 공연은 광화문 홍보와 더불어 대한민국 홍보에서는 아마 결정적이었던 것 같음. 기획을 잘해서 잘 진행하셨음. 행안부나 관련 부처들도 고생 많았고, 안전 문제를 잘 챙겨서 사고 없이 잘하신 것 같음."
무관,2026-03-24,11,행정안전부,시정·정인화·광양시장,1,부처협의 확인,1,0.488,"정인화 광양시장 예비후보 ""행정 연속성으로 답하겠다""","지방정부 지출 구조조정이 사실 민원 때문에 어려운 부분이 있음. 중앙 정부는 그래도 좀 약간 떨어져 있긴 한데, 지방정부들은 주민과 직접 접촉하기 때문에 불필요하거나 효율성이 떨어져서 좀 바꾸려고 하면 저항이 심해서 못하는 경우가 있음. 그런데 그럴 경우는 아예 지침을 만들어 줘서 “시켜서 했다.”, “정부에서 시키는데 어떡하냐!” 이런 핑계를 댈 수 있게 만들면 좋겠음."
무관,2026-03-24,11,행정안전부,시정·정인화·광양시장,1,관리 지시,1,0.488,"정인화 광양시장 예비후보 ""행정 연속성으로 답하겠다""","이번 BTS 공연은 광화문 홍보와 더불어 대한민국 홍보에서는 아마 결정적이었던 것 같음. 기획을 잘해서 잘 진행하셨음. 행안부나 관련 부처들도 고생 많았고, 안전 문제를 잘 챙겨서 사고 없이 잘하신 것 같음."
무관,2026-03-24,11,보건복지부,도기욱·정책·3지선,1,대안 요구,1,0.488,"[6·3지선 주자] '예천군수 출마' 도기욱 ""정책·실행력으로 평가받겠다...","그리고 이번 추경에서 대중교통 이용 지원을 늘리는 것을 검토 중인 것 같은데, 그런데 출퇴근 시간에 집중도가 높아서 직장인들이 괴로울 것 같음. 출퇴근 시간에 무료 이용을 제한하는 것도 출퇴근하는 어르신들도 있어서 쉽지 않을 것 같기는 한데, 분산시키는 방법을 연구해 보시기 바람. 복지부도 같이 해야 할 것 같음."
무관,2026-03-24,11,보건복지부,원주의료기기산업진흥원장·선임·논란,1,대안 요구,1,0.488,원주의료기기산업진흥원장 선임 논란…첨복단지 유치 '골든타임' 놓칠라,"그리고 이번 추경에서 대중교통 이용 지원을 늘리는 것을 검토 중인 것 같은데, 그런데 출퇴근 시간에 집중도가 높아서 직장인들이 괴로울 것 같음. 출퇴근 시간에 무료 이용을 제한하는 것도 출퇴근하는 어르신들도 있어서 쉽지 않을 것 같기는 한데, 분산시키는 방법을 연구해 보시기 바람. 복지부도 같이 해야 할 것 같음."
무관,2026-03-24,11,보건복지부,대전시·마음톡톡버스·시민,1,대안 요구,1,0.488,"대전시, 시민 대상 '마음톡톡버스' 운영…""일상 회복 최선""","그리고 이번 추경에서 대중교통 이용 지원을 늘리는 것을 검토 중인 것 같은데, 그런데 출퇴근 시간에 집중도가 높아서 직장인들이 괴로울 것 같음. 출퇴근 시간에 무료 이용을 제한하는 것도 출퇴근하는 어르신들도 있어서 쉽지 않을 것 같기는 한데, 분산시키는 방법을 연구해 보시기 바람. 복지부도 같이 해야 할 것 같음."
무관,2026-03-24,11,행정안전부,대전·윤호중·안정공업,1,부처협의 확인,1,0.488,대전 안정공업 합동분향소 찾은 윤호중 장관,"지방정부 지출 구조조정이 사실 민원 때문에 어려운 부분이 있음. 중앙 정부는 그래도 좀 약간 떨어져 있긴 한데, 지방정부들은 주민과 직접 접촉하기 때문에 불필요하거나 효율성이 떨어져서 좀 바꾸려고 하면 저항이 심해서 못하는 경우가 있음. 그런데 그럴 경우는 아예 지침을 만들어 줘서 “시켜서 했다.”, “정부에서 시키는데 어떡하냐!” 이런 핑계를 댈 수 있게 만들면 좋겠음."
무관,2026-03-24,11,행정안전부,대전·윤호중·안정공업,1,관리 지시,1,0.488,대전 안정공업 합동분향소 찾은 윤호중 장관,"이번 BTS 공연은 광화문 홍보와 더불어 대한민국 홍보에서는 아마 결정적이었던 것 같음. 기획을 잘해서 잘 진행하셨음. 행안부나 관련 부처들도 고생 많았고, 안전 문제를 잘 챙겨서 사고 없이 잘하신 것 같음."
무관,2026-03-24,11,행정안전부,박성재·법무부·법원,1,부처협의 확인,1,0.488,법원 출석하는 박성재 전 법무부 장관,"지방정부 지출 구조조정이 사실 민원 때문에 어려운 부분이 있음. 중앙 정부는 그래도 좀 약간 떨어져 있긴 한데, 지방정부들은 주민과 직접 접촉하기 때문에 불필요하거나 효율성이 떨어져서 좀 바꾸려고 하면 저항이 심해서 못하는 경우가 있음. 그런데 그럴 경우는 아예 지침을 만들어 줘서 “시켜서 했다.”, “정부에서 시키는데 어떡하냐!” 이런 핑계를 댈 수 있게 만들면 좋겠음."
무관,2026-03-24,11,행정안전부,박성재·법무부·법원,1,관리 지시,1,0.488,법원 출석하는 박성재 전 법무부 장관,"이번 BTS 공연은 광화문 홍보와 더불어 대한민국 홍보에서는 아마 결정적이었던 것 같음. 기획을 잘해서 잘 진행하셨음. 행안부나 관련 부처들도 고생 많았고, 안전 문제를 잘 챙겨서 사고 없이 잘하신 것 같음."
무관,2026-03-24,11,행정안전부,내란·가담·박성재,1,부처협의 확인,1,0.488,내란 가담 등 재판 출석하는 박성재 전 법무부 장관,"지방정부 지출 구조조정이 사실 민원 때문에 어려운 부분이 있음. 중앙 정부는 그래도 좀 약간 떨어져 있긴 한데, 지방정부들은 주민과 직접 접촉하기 때문에 불필요하거나 효율성이 떨어져서 좀 바꾸려고 하면 저항이 심해서 못하는 경우가 있음. 그런데 그럴 경우는 아예 지침을 만들어 줘서 “시켜서 했다.”, “정부에서 시키는데 어떡하냐!” 이런 핑계를 댈 수 있게 만들면 좋겠음."
무관,2026-03-24,11,행정안전부,내란·가담·박성재,1,관리 지시,1,0.488,내란 가담 등 재판 출석하는 박성재 전 법무부 장관,"이번 BTS 공연은 광화문 홍보와 더불어 대한민국 홍보에서는 아마 결정적이었던 것 같음. 기획을 잘해서 잘 진행하셨음. 행안부나 관련 부처들도 고생 많았고, 안전 문제를 잘 챙겨서 사고 없이 잘하신 것 같음."
무관,2026-03-17,10,행정안전부,지진발생·체험하는·윤호중,1,대안 요구,1,0.488,지진발생 체험하는 윤호중 장관,금융 부분도 지방 우대정책이 가능한 게 있지 않는지?
무관,2026-03-17,10,행정안전부,지진발생·체험하는·윤호중,1,관리 지시,1,0.488,지진발생 체험하는 윤호중 장관,"주관은 행안부가 하고, 빠지는 데가 없는지 잘 챙겨봐 주시기 바람."
무관,2026-03-17,10,행정안전부,지진발생·체험하는·윤호중,1,대안 요구,1,0.488,지진발생 체험하는 윤호중 장관,"“지방 어디로 가시면 반값 여행이 가능하고, 어떤 호텔을 가면 얼마다.” 이런 것을 해줘야 함."
무관,2026-03-17,10,행정안전부,하천·경북도·불법,1,대안 요구,1,0.488,"경북도, 하천·계곡 불법 점용 현장 밀착 점검…'무관용' 원칙",금융 부분도 지방 우대정책이 가능한 게 있지 않는지?
무관,2026-03-17,10,행정안전부,하천·경북도·불법,1,대안 요구,1,0.488,"경북도, 하천·계곡 불법 점용 현장 밀착 점검…'무관용' 원칙","금융·세제·규제 완화는 말할 것도 없고, 교육·문화·정주 여건 등이 매우 중요할 것 같음. 그리고 국내 생산 촉진 세제 도입할 때 지방에 더 지원해 주는 방법도 있지 않은지?"
무관,2026-03-17,10,행정안전부,하천·경북도·불법,1,관리 지시,1,0.488,"경북도, 하천·계곡 불법 점용 현장 밀착 점검…'무관용' 원칙","주관은 행안부가 하고, 빠지는 데가 없는지 잘 챙겨봐 주시기 바람."
무관,2026-03-17,10,행정안전부,하천·경북도·불법,1,대안 요구,1,0.488,"경북도, 하천·계곡 불법 점용 현장 밀착 점검…'무관용' 원칙","“지방 어디로 가시면 반값 여행이 가능하고, 어떤 호텔을 가면 얼마다.” 이런 것을 해줘야 함."
무관,2026-03-17,10,국토교통부,나무심기·오승록·노원구청장의,1,검토결과 확인,1,0.488,오승록 노원구청장의 주민참여 ‘100만 그루 나무심기’ 행사 인사말,"기후부 입장에서는 그것이 최선이고, 산업부나 국토부는 수도권의 산업 집중을 최소화해서 지방으로 가게 해야 함. 창업이나 현재 하는 사업도 지방으로 옮기고, 앞으로 전기요금이 엄청난 부담이 될 텐데 전기요금 차등제를 현실적으로 빠르게 검토해야 함. 어쨌든 서·남쪽에 산업기반을 만들려면 촘촘한 송배전망이 추가로 필요할 것임. 송배전망을 설치해 놓아야 동네에서 “밭에 태양광 설치해서 전기 팔아서 살래.” 이런 사람이 생길 수 있음."
무관,2026-03-17,10,국토교통부,나무심기·100만·그루,1,검토결과 확인,1,0.488,‘100만 그루 나무심기’ 행사 기념촬영하는 오승록 노원구청장,"기후부 입장에서는 그것이 최선이고, 산업부나 국토부는 수도권의 산업 집중을 최소화해서 지방으로 가게 해야 함. 창업이나 현재 하는 사업도 지방으로 옮기고, 앞으로 전기요금이 엄청난 부담이 될 텐데 전기요금 차등제를 현실적으로 빠르게 검토해야 함. 어쨌든 서·남쪽에 산업기반을 만들려면 촘촘한 송배전망이 추가로 필요할 것임. 송배전망을 설치해 놓아야 동네에서 “밭에 태양광 설치해서 전기 팔아서 살래.” 이런 사람이 생길 수 있음."
무관,2026-03-17,10,국토교통부,나무심기·오승록·노원구청장,1,검토결과 확인,1,0.488,"오승록 노원구청장, 주민참여 ‘100만 그루 나무심기’ 행사 참여","기후부 입장에서는 그것이 최선이고, 산업부나 국토부는 수도권의 산업 집중을 최소화해서 지방으로 가게 해야 함. 창업이나 현재 하는 사업도 지방으로 옮기고, 앞으로 전기요금이 엄청난 부담이 될 텐데 전기요금 차등제를 현실적으로 빠르게 검토해야 함. 어쨌든 서·남쪽에 산업기반을 만들려면 촘촘한 송배전망이 추가로 필요할 것임. 송배전망을 설치해 놓아야 동네에서 “밭에 태양광 설치해서 전기 팔아서 살래.” 이런 사람이 생길 수 있음."
무관,2026-03-17,10,국토교통부,드론배송·실증도시·연속,1,검토결과 확인,1,0.488,"고흥, 'K-드론배송' 실증도시 연속 선정… 산업화 모델 구축","기후부 입장에서는 그것이 최선이고, 산업부나 국토부는 수도권의 산업 집중을 최소화해서 지방으로 가게 해야 함. 창업이나 현재 하는 사업도 지방으로 옮기고, 앞으로 전기요금이 엄청난 부담이 될 텐데 전기요금 차등제를 현실적으로 빠르게 검토해야 함. 어쨌든 서·남쪽에 산업기반을 만들려면 촘촘한 송배전망이 추가로 필요할 것임. 송배전망을 설치해 놓아야 동네에서 “밭에 태양광 설치해서 전기 팔아서 살래.” 이런 사람이 생길 수 있음."
무관,2026-03-17,10,국토교통부,전상인·그는·국민의힘,1,검토결과 확인,1,0.488,"전상인, 국민의힘 옥천군수 출마 공식 선언","기후부 입장에서는 그것이 최선이고, 산업부나 국토부는 수도권의 산업 집중을 최소화해서 지방으로 가게 해야 함. 창업이나 현재 하는 사업도 지방으로 옮기고, 앞으로 전기요금이 엄청난 부담이 될 텐데 전기요금 차등제를 현실적으로 빠르게 검토해야 함. 어쨌든 서·남쪽에 산업기반을 만들려면 촘촘한 송배전망이 추가로 필요할 것임. 송배전망을 설치해 놓아야 동네에서 “밭에 태양광 설치해서 전기 팔아서 살래.” 이런 사람이 생길 수 있음."
무관,2026-03-17,10,고용노동부,쿠팡·산재·노동부,1,대안 요구,1,0.488,"노동부, 쿠팡 산업안전 기획감독 착수…산재 은폐 여부 살핀다","지금까지 중소기업 지원 정책은 생존하라고 지원해 준 게 많음. 그렇게 하면 점점 나빠지기 때문에 과감하게 걷어내고 대체 산업을 키워야 함. 대체 기업들의 일자리는 보다 나은 미래형으로 바뀌어야 하는데, 그러려면 재교육도 하고 기업인들의 마인드도 바뀌어야 함. 인공지능화가 이러한 변화 중 하나겠지만, 단순히 지원받는 것에서 벗어날 필요가 있음. 창업이든 또 성장이든 새로운 새싹이 돋는 일을 해야 할 것 같음."
무관,2026-03-17,10,고용노동부,고용보험·가입자·연속,1,대안 요구,1,0.488,고용보험 가입자 두 달 연속 20만명대…반도체 분야 청년 종사자 증가,"지금까지 중소기업 지원 정책은 생존하라고 지원해 준 게 많음. 그렇게 하면 점점 나빠지기 때문에 과감하게 걷어내고 대체 산업을 키워야 함. 대체 기업들의 일자리는 보다 나은 미래형으로 바뀌어야 하는데, 그러려면 재교육도 하고 기업인들의 마인드도 바뀌어야 함. 인공지능화가 이러한 변화 중 하나겠지만, 단순히 지원받는 것에서 벗어날 필요가 있음. 창업이든 또 성장이든 새로운 새싹이 돋는 일을 해야 할 것 같음."
무관,2026-03-17,10,기획재정부,전북자치도·중동·정세,1,대안 요구,1,0.488,"전북자치도, 중동 정세 대응 비상경제대응TF 가동",세금을 깎아주는 것이 원칙적인 절차는 아닌 것 같음. 세금은 똑같이 정해진 대로 받아서 필요한 곳에다 지원해 줘야 하는데 지금은 세금을 깎아주고 있음.
무관,2026-03-17,10,고용노동부,전남광주특별시장·합종연횡·꿈틀,1,대안 요구,1,0.488,"전남광주특별시장 '합종연횡' 꿈틀…신정훈 ""연대, 열려 있어""","지금까지 중소기업 지원 정책은 생존하라고 지원해 준 게 많음. 그렇게 하면 점점 나빠지기 때문에 과감하게 걷어내고 대체 산업을 키워야 함. 대체 기업들의 일자리는 보다 나은 미래형으로 바뀌어야 하는데, 그러려면 재교육도 하고 기업인들의 마인드도 바뀌어야 함. 인공지능화가 이러한 변화 중 하나겠지만, 단순히 지원받는 것에서 벗어날 필요가 있음. 창업이든 또 성장이든 새로운 새싹이 돋는 일을 해야 할 것 같음."
무관,2026-03-17,10,기획재정부,조성·관광이·전상인,1,대안 요구,1,0.488,"전상인, 국민의힘 옥천군수 출마 공식 선언",세금을 깎아주는 것이 원칙적인 절차는 아닌 것 같음. 세금은 똑같이 정해진 대로 받아서 필요한 곳에다 지원해 줘야 하는데 지금은 세금을 깎아주고 있음.
무관,2026-03-17,10,고용노동부,고용보험·신규·가입자,1,대안 요구,1,0.488,고용보험 가입자 두 달 연속 20만명대…반도체 분야 청년 종사자 증가,"지금까지 중소기업 지원 정책은 생존하라고 지원해 준 게 많음. 그렇게 하면 점점 나빠지기 때문에 과감하게 걷어내고 대체 산업을 키워야 함. 대체 기업들의 일자리는 보다 나은 미래형으로 바뀌어야 하는데, 그러려면 재교육도 하고 기업인들의 마인드도 바뀌어야 함. 인공지능화가 이러한 변화 중 하나겠지만, 단순히 지원받는 것에서 벗어날 필요가 있음. 창업이든 또 성장이든 새로운 새싹이 돋는 일을 해야 할 것 같음."
무관,2026-03-17,10,국토교통부,세종시·청년·지원,1,검토결과 확인,1,0.488,"세종시, 청년·신혼부부 '주택임차보증금' 이자 지원...최대 4.1%","기후부 입장에서는 그것이 최선이고, 산업부나 국토부는 수도권의 산업 집중을 최소화해서 지방으로 가게 해야 함. 창업이나 현재 하는 사업도 지방으로 옮기고, 앞으로 전기요금이 엄청난 부담이 될 텐데 전기요금 차등제를 현실적으로 빠르게 검토해야 함. 어쨌든 서·남쪽에 산업기반을 만들려면 촘촘한 송배전망이 추가로 필요할 것임. 송배전망을 설치해 놓아야 동네에서 “밭에 태양광 설치해서 전기 팔아서 살래.” 이런 사람이 생길 수 있음."
무관,2026-03-10,9,행정안전부,전남도·전남광주통합특별시·행안부,1,부처협의 확인,1,0.488,"전남도·행안부·광주시, 전남광주통합특별시 출범 협력 강화","수고하셨음. 제가 전에 “정부가 모범적인 사용자가 돼야 한다.”라고 했었는데, 예를 들어 최저임금만 주고 고용한다든지, 퇴직금을 안 주려고 11개월 29일만 일을 시킨다든지, 정규직 안 시키려고 1년 11개월 만에 계약 끝내고 또 한 달 뒤에 1년 11개월 계약하는 그런 것들이 있는데, 제가 여러 차례 그런 것들 하지 말고, 계속해서 쓸 때는 정식으로 고용하고, 11개월 일했으면 12개월 해서 주는 퇴직금보다 오히려 더 많이 주어야 한다고 얘기했었음. 이러한 것들이 곧바로 정부 부처는 물론이고 정부 산하 공공기관, 지방정부에 신속하게 전파돼서 시행돼야 하는데, 얼마 전 뉴스를 보니 계속 그런 것들을 하고 있었음. 심지어 딱 하루만 빼고 계약하고, 퇴직금을 안 줬다고 해서 기자가 물어보니 “우리는 못 들었다.”라고 얘기했다고 함. 모든 부처들이 각자 관련이 있을 것임. 예를 들어 산하기관은 재경부와 관계가 있고, 지방정부는 행안부와 관련이 있고, 노동부는 당연히 직접 관계가 있을 것임"
무관,2026-03-10,9,행정안전부,전남도·전남광주통합특별시·행안부,1,부처협의 확인,1,0.488,"전남도·행안부·광주시, 전남광주통합특별시 출범 협력 강화","오해가 있었던 것 같음. 일단 보도가 나오면 국민들은 그렇게 인지할 수밖에 없으니, 그런 것이 있으면 정확하게 설명하고 신속하게 해명해 주시기 바람. 의안심의 하기 전에 한 말씀 드리겠음. 우리가 국민으로부터 권한을 위임받고, 우리에게 온갖 일들이 주어져 있음. 각 부‧처‧청이 해야 할 일도 무궁무진하고, 조직들도 복잡하고 또 권한도 많이 나뉘어 있음. 밑으로 갈수록 세부적으로 나뉘게 되는데 이것을 소위 관료화라고 함. 그런데 권한 행사를 할 수 있는 것들은 서로 하려고 하고 부담이 되는 것들은 서로 떠밀며, 자칫 잘못하면 권한을 가지고 다툴 수도 있는데, 이것을 최소화하는 것이 정말로 중요함. 최소화해서 부담되는 일일수록 내가 하려고 하고, 권한이 있는 일일수록 다른 부처가 하더라도 협조해 주는 방향으로 가야 함. 우리 공직자들은 국가와 국민을 위해 최대한 성과와 결과물을 내야 하는 것이 의무이고, 권한을 다투면서 정작 해야 할 일을 못 하는 것은 정말로 심각한 문제임. 개별 기업"
무관,2026-03-10,9,행정안전부,전남도·전남광주통합특별시·행안부,1,대안 요구,1,0.488,"전남도·행안부·광주시, 전남광주통합특별시 출범 협력 강화","한 말씀 드리면, 재난 안전 분야에서 우수한 성과가 있는 공무원을 정원 외 특별 승진한다고 하면, 통상 승진을 진행한 다음 “이 사람은 우수한 성과가 있으니, 예외적으로 추가 승진을 해줘야지” 이렇게 하자는 취지 같은데, 이해는 함. 그런데 예를 들어, 특별 승진시킬 사람은 빼놓고 정원만큼 승진시킨 다음에 그 사람을 또 특별 승진시키면 결국은 특별 승진이라는 이름으로 승진 TO만 넓혀주는 결과가 되는 것 아닌지? 개정 취지는 좋은데, 우리가 제도를 설계할 때는 언제나 악용 가능성을 다 고려해 봐야 함."
무관,2026-03-10,9,기획재정부,가격·교란·집중,1,대안 요구,1,0.488,"경찰, 석유 가격 교란 집중 단속…중동 대사관 경비 강화","이번에 야당이 대미 투자 관련 법 처리에 협조를 해주셔서 제 시간 안에 처리됐다고 들었음. 상황이 여러 가지 어려운 점이 있었을 텐데, 그럼에도 불구하고 우리 야당이 이렇게 협조해 주신 점에 대해 감사드림. 우리가 정치적 의제를 놓고 경쟁하고 심하게 다투는 경우가 있더라도, 중요한 국가적 의제에 대해서는 협력하는 모범적인 모습을 보여주셔서 감사드림. 앞으로도 그랬으면 좋겠고 우리도 노력해야 함. 그리고 지금 정확하게 판단이 안 서서 그러는데, 유류세를 내리는 것과 유류세를 안 내리고 직접 지원하는 것을 비교했을 때 후자가 양극화 완화라는 측면과 소득 재분배, 소비 진작 효과는 있는데, 반면 물가가 올라 국민 경제에 부담을 주는 결과가 있을 것임. 우리 사회의 복지적 측면에서는 유익한 것이 분명한데, 경제적 측면에서는 어떨지 모르겠음."
